song_name,artists,year,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_popularity,artist_id,genres
There Are No Words,Todd Rundgren,1970.0,10XplsthOjB4hde5KIimEM,0.992,0.243,0.115,0.967,9.0,0.148,-24.354,0.0,0.0441,73.15,1.0,0.0388,12.0,0Lpr5wXzWLtDWm1SjNbpPb,"art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo"
Here We Go (Live at the Funhouse),Run-DMC,1985.0,6rs1Jt3bqNdPN01kQeAXX5,0.268,0.912,0.954,0.0,5.0,0.349,-4.718,0.0,0.368,102.188,4.0,0.497,29.0,3CQIn7N5CuRDP8wEI7FiDA,"east coast hip hop,golden age hip hop,hip hop,old school hip hop,queens hip hop,rap"
Boa Palavra,Sérgio Mendes,1968.0,6War35N56Qw5C2FWShdA3q,0.493,0.58,0.446,0.708,3.0,0.0825,-11.867,1.0,0.0252,82.919,4.0,0.545,7.0,65c5si0ePAwkOCn4M35Ho7,"bossa nova,brazilian jazz,samba"
Heartbeat,War,1975.0,7FC9Lng8iXU081lbigu8m8,0.0137,0.49,0.798,0.0,6.0,0.0627,-3.66,1.0,0.0489,149.109,4.0,0.479,66.0,3BmGtnKgCSGYIUhmivXKWX,"dance pop,pop,talent show"
I Like the Way You Love Me,Brenton Wood,1967.0,0nNavzWSD6AUiQK2rLgbBx,0.81,0.477,0.267,0.0,0.0,0.336,-8.625,1.0,0.0301,152.039,3.0,0.667,60.0,6ohvzFHYmLd05kyYhLui5K,souldies
When You Feel the Love,Rodney Jones,1981.0,1XfkneVjMAH5SgfO6KsDkB,0.765,0.472,0.394,0.924,9.0,0.0766,-17.24,0.0,0.0327,85.669,4.0,0.334,2.0,6zudeEfsUpQ6R9WW8abFMi,
King of the Beats,Mantronix,1988.0,0AQUD5s0tu6FFYA6sMk36R,0.0566,0.754,0.867,0.779,10.0,0.198,-7.269,0.0,0.103,173.548,4.0,0.78,29.0,1SsdsVIIKLUe54OsHzm5uQ,"breakbeat,drum and bass,jungle,ragga jungle"
High Society,Special EFX,1985.0,0dzEsIpdf4DF0ei2WmeQYZ,0.0459,0.56,0.313,0.716,4.0,0.0872,-17.631,0.0,0.0319,109.207,4.0,0.173,5.0,5xUKGtiP4KvMEJWSQ72SyZ,"progressive jazz fusion,smooth jazz"
Sequent C,Tangerine Dream,1974.0,2hRsN3reHuwyLaHq2S1z0Q,0.996,0.109,0.0157,0.993,2.0,0.0778,-28.469,0.0,0.0397,91.75,3.0,0.0381,38.0,1BGN1IdyiSR0ZYrkoKNchl,"berlin school,german prog,krautrock,synthesizer"
Folks,Miroslav Vitous,1976.0,02sUId0qMdZHGscosyeDQq,0.143,0.734,0.387,6.16e-05,6.0,0.0923,-11.589,1.0,0.0372,116.399,4.0,0.219,35.0,2v7wIbCkIzxOfT3GnqCexD,"classic texas country,modern southern rock,outlaw country"
Sketches of Mythical Beasts,Synergy,1978.0,6X2N1J8FPjnSW1NLoGRTPP,0.00734,0.2,0.292,0.402,6.0,0.325,-17.099,0.0,0.0337,97.108,4.0,0.0366,3.0,7F1Z73WAkEvhVNo1hiWUvT,
Catch a Star,Men at Work,1981.0,3ZZq9396zv8pcn5GYVhxUi,0.129,0.739,0.459,0.0194,11.0,0.0474,-14.42,0.0,0.0294,107.115,4.0,0.892,75.0,0f3EsoviYnRKTkmayI3cux,"album rock,australian rock,classic rock,hard rock,heartland rock,mellow gold,new romantic,new wave,new wave pop,rock,soft rock"
Gobstopper,J Dilla,2006.0,39XY5TmM47I3WsO07knVZg,0.0156,0.368,0.791,0.741,2.0,0.162,-6.889,1.0,0.169,174.28,4.0,0.723,47.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Never Too Much,Luther Vandross,1981.0,3nFJbZCHP4d9vduKjJLdBL,0.125,0.734,0.586,0.0,2.0,0.0367,-11.866,1.0,0.129,109.933,4.0,0.762,74.0,19y5MFBH7gohEdGwKM7QsP,"quiet storm,soul"
Then,Yes,1970.0,3skk6UIXV4kepq2bdYy97g,0.0418,0.417,0.425,1.31e-05,4.0,0.0897,-11.689,1.0,0.062,134.917,4.0,0.498,57.0,7AC976RDJzL2asmZuz7qil,"album rock,art rock,classic rock,hard rock,progressive rock,rock,soft rock,symphonic rock"
More Than Just a Joy,Aretha Franklin,1978.0,4yQw7FR9lcvL6RHtegbJBh,0.251,0.687,0.63,0.0,6.0,0.221,-10.817,1.0,0.0389,110.051,4.0,0.926,70.0,7nwUJBm0HE4ZxD3f5cy5ok,"classic soul,jazz blues,memphis soul,soul,southern soul,vocal jazz"
Life Goes On,Utopia,1980.0,7Bw9F9lSHiQtwd0rchxlZ1,0.91,0.594,0.244,8.01e-06,10.0,0.447,-12.758,0.0,0.028,137.728,4.0,0.558,7.0,2AVt92RJvypZ6WIvhNyTej,beatlesque
Lonely Man,Johnny Adams,1970.0,2NkY19YwDttHE4K5xM6mwp,0.289,0.518,0.441,0.000505,5.0,0.288,-10.331,1.0,0.0314,85.786,4.0,0.445,14.0,24qtJegdRiX2TPRvPN6rzk,"louisiana blues,memphis blues,new orleans blues,new orleans soul,soul blues,southern soul"
Sweet Inspiration,"Diana Ross, The Supremes and The Temptations",1968.0,3Ec9T8CmpAI55M1HCyy1IT,0.147,0.703,0.395,1.27e-06,10.0,0.182,-13.762,1.0,0.0334,114.369,4.0,0.841,28.0,0rXI0q8Cahq6numvPlloaq,classic girl group
Mask Movement IV,Vangelis,1985.0,4UlosQSFMZTdaYIU3N3UN3,0.673,0.351,0.127,0.353,7.0,0.113,-20.206,1.0,0.0313,95.857,3.0,0.139,4.0,4P70aqttdpJ9vuYFDmf7f6,"cyberpunk,synthesizer"
You Belong to Me,The Doobie Brothers,1977.0,1qrpoAMXodY6895hGKoUpA,0.0623,0.632,0.773,0.0,6.0,0.0885,-4.856,1.0,0.0346,130.033,4.0,0.474,84.0,06HL4z0CvFAxyc27GXpf02,pop
Animal Planet,GZA,2002.0,5JAMS3p3wOHcVzKajhIy4D,0.00838,0.679,0.805,1.82e-05,8.0,0.057,-4.652,0.0,0.295,148.207,4.0,0.616,32.0,6ns6XAOsw4B0nDUIovAOUO,"east coast hip hop,hardcore hip hop"
Our Delights,Bill Evans,1956.0,37vEa9sfgAqEZuqX8AX0Zk,0.852,0.517,0.108,0.881,0.0,0.124,-24.465,1.0,0.0479,79.512,4.0,0.206,46.0,3VEG6gxFIMfl4Cdog26avS,"bebop,contemporary post-bop,jazz,jazz trio"
Mental Door,Klaus Schulze,1975.0,2McDV0nVZ1FcC8ZfwWI6zj,0.95,0.199,0.0516,0.988,8.0,0.0893,-17.311,1.0,0.0455,78.711,5.0,0.0295,32.0,3U2U4TR03ZuStsizrv0EJB,"ambient,berlin school,krautrock,rock keyboard"
Front Street,1st Down,1995.0,7AtQxohgEu5dRYdcY4gB6G,0.0728,0.874,0.202,0.0,1.0,0.14,-16.814,1.0,0.798,134.989,4.0,0.3,61.0,4W7fxKwDR9luCrOryB3GVK,
Do the Funky Penguin,Rufus Thomas,1971.0,0PxsrYl9gj445HDcF58unk,0.0481,0.798,0.577,0.00358,2.0,0.0586,-11.11,1.0,0.0785,101.026,4.0,0.926,30.0,3iRSHS3b4NUdjNbnw3Opg8,"memphis blues,memphis soul,southern soul"
Meadow of Infinity Part 1,Peter Baumann,1976.0,02C6UlOJSBbMUuSRWhHHh2,0.896,0.292,0.16,0.925,9.0,0.0984,-18.657,1.0,0.0381,111.367,3.0,0.0608,13.0,4u9mLb6exlbHuNehyJ11jq,"berlin school,krautrock"
Katalin,Special EFX,1984.0,2x2crcqmFd0q3o0apXqpgl,0.928,0.267,0.322,0.118,4.0,0.177,-15.149,1.0,0.0365,117.667,3.0,0.132,1.0,5xUKGtiP4KvMEJWSQ72SyZ,"progressive jazz fusion,smooth jazz"
Last Donut of the Night,J Dilla,2006.0,2zdg5ICoK5WGKCpX1LAdOf,0.375,0.536,0.662,0.466,10.0,0.444,-7.384,0.0,0.385,80.727,4.0,0.472,52.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Bad Boy for Life,"P. Diddy, Black Rob and Mark Curry",2001.0,2eOuL8KesslTLQERQPu11D,0.179,0.669,0.829,0.0,1.0,0.241,-3.801,1.0,0.49,118.934,4.0,0.61,67.0,59wfkuBoNyhDMQGCljbUbA,"dance pop,east coast hip hop,hip hop,hip pop,pop rap,rap"
M3000 (Opus VI),Mandré,1979.0,2aDdlDnP6Xd3vLb09yvQVq,0.0176,0.536,0.93,0.529,7.0,0.894,-7.221,0.0,0.0725,133.678,4.0,0.682,5.0,4gp93oyCtmejjaduXV1IXG,
Doowutchyalike,Digital Underground,1989.0,6J8QSbWiJOlVrRCLMTid7F,0.0314,0.603,0.73,9.76e-05,9.0,0.117,-8.533,1.0,0.498,217.588,4.0,0.791,40.0,7jocoSCuCtpCxCI6IbP8ye,"conscious hip hop,gangster rap,hardcore hip hop,hip hop,west coast rap"
Cybersports,Synergy,1976.0,6jqvbCajA0NIkVADIFnNrT,0.0336,0.621,0.617,5.67e-06,11.0,0.116,-10.234,1.0,0.374,87.404,4.0,0.514,50.0,6xini6REf0CP8muuVvDa91,"anime drill,anime rap"
Effi,Max Roach,1968.0,3HqkZQP8zPRathO94XQLCC,0.0693,0.381,0.774,0.436,9.0,0.086,-10.261,0.0,0.0465,94.106,3.0,0.543,30.0,6jrlNnS5B830kpi40j3S6g,"bebop,contemporary post-bop,free jazz,hard bop,jazz,jazz drums"
Peaceful Sundown,Jan Hammer Group,1977.0,0xfOvIRVN08EgN2wB0LyWY,0.00055,0.311,0.88,7.13e-06,0.0,0.108,-6.271,1.0,0.0594,93.982,4.0,0.364,20.0,1LkRvd0mF7sh56nyibirHw,eastern bloc groove
Where or When,Cal Tjader,1964.0,2AFLjcssAvJq62eeHZ0Q4q,0.991,0.461,0.00861,0.146,9.0,0.104,-28.227,0.0,0.0345,79.975,4.0,0.103,46.0,1pBuKaLHJlIlqYxQQaflve,"adult standards,big band,dixieland,jazz,jazz clarinet,swing,vintage jazz,vocal jazz"
Hey Hey Hey Heyyyy,J Dilla,2005.0,0Vg1lQpk2IHk2JU8UfAa5d,0.701,0.599,0.396,0.82,5.0,0.11,-8.519,0.0,0.138,104.068,3.0,0.691,56.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Trashy,Jay Dee,2003.0,5ygDxewCaJXQejvYG58qHe,0.886,0.595,0.373,0.905,8.0,0.22,-12.648,0.0,0.0612,180.158,4.0,0.723,41.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
San Lorenzo,Pat Metheny Group,1978.0,6Cnq3giYBnvFrhl2DG8p8J,0.586,0.37,0.336,0.898,8.0,0.184,-19.623,1.0,0.0342,87.849,4.0,0.225,36.0,4uBSazM6snEc9wCG3jMlYt,"contemporary post-bop,ecm-style jazz,jazz,jazz fusion"
The Confessions of Dr. Dream - Part Four: Dr. Dream Theme,Kevin Ayers,1974.0,6yIGZp1AaFBoDczu3b4hVU,0.385,0.806,0.756,0.0,7.0,0.11,-4.093,0.0,0.208,141.97,4.0,0.637,57.0,4xRYI6VqpkE3UwrDrAZL8L,"conscious hip hop,dmv rap,hip hop,pop rap,rap"
Sienna: Waiting for the Moment,Stanley Cowell,1977.0,0Rxgdpe1zgZ6ZzHgxSaYEJ,0.102,0.582,0.805,3.14e-06,9.0,0.271,-5.267,1.0,0.0301,144.047,4.0,0.895,56.0,5P1oS9DUTPEqcrmXDmX4p8,"modern southern rock,southern rock"
Anti-American Graffiti,J Dilla,2006.0,2mE1fmoHkbAqPAzx79nE9C,0.0126,0.444,0.882,0.0834,1.0,0.66,-7.508,1.0,0.371,181.371,4.0,0.342,42.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
You're the One for Me,Barney Kessel,1971.0,0B9x2BRHqj3Qer7biM3pU3,0.281,0.758,0.612,0.00288,0.0,0.0954,-11.403,1.0,0.0598,106.945,4.0,0.822,74.0,4hKkEHkaqCsyxNxXEsszVH,hollywood
Nobody Home,Kansas,1977.0,76kAMRUS516qXOztvlN18z,0.119,0.369,0.322,0.131,9.0,0.159,-8.206,1.0,0.0325,73.997,4.0,0.313,31.0,2hl0xAkS2AIRAu23TVMBG1,"album rock,classic rock,hard rock,heartland rock,mellow gold,progressive rock,rock,soft rock"
Little Child Runnin Wild,Curtis Mayfield,1972.0,24Mx7vklBWuqFjsHMO8ofZ,0.349,0.556,0.588,0.00828,6.0,0.116,-7.443,0.0,0.0376,110.58,4.0,0.666,37.0,2AV6XDIs32ofIJhkkDevjm,"chicago soul,classic soul,funk,soul"
Purple (A Tribe Called Quest Edit),Crustation,1997.0,0VGdOE6W9O8D4RoVhO1vb9,0.199,0.754,0.528,0.866,10.0,0.109,-8.659,0.0,0.0459,87.994,4.0,0.774,52.0,1UirLyIwdIElsaGCp0W4Ym,"focus beats,lo-fi jazzhop"
She Wandered Through the Garden Fence,Procol Harum,1967.0,7L46et7T4ogH7wTLnhS5X6,0.611,0.562,0.567,1.51e-06,0.0,0.106,-7.219,1.0,0.0511,89.413,4.0,0.924,37.0,0GbqW5TJr7n4is453VOY4C,"album rock,art rock,blues rock,british blues,british invasion,classic rock,folk rock,mellow gold,progressive rock,psychedelic rock,singer-songwriter,symphonic rock"
Audio Bongo,Monty Norman,1963.0,5WIQTUDLCEY1g1lmOWvDB4,0.62,0.819,0.494,0.0403,11.0,0.272,-11.065,0.0,0.0343,105.502,4.0,0.866,52.0,2A09V0kHlETOFfT8Hz8oba,solo wave
Davito (Live),Cal Tjader,1972.0,51WdRcA70xRtWlddbXkicp,0.936,0.654,0.488,0.848,5.0,0.151,-16.071,0.0,0.0415,103.845,4.0,0.915,4.0,3XOVABzceOUTbR3iEz0ImO,"cool jazz,jazz vibraphone,latin jazz"
Put Your Love (In My Tender Care),The Fatback Band,1975.0,2nGFzvICaeEWjIrBrL2RAx,0.167,0.739,0.511,1.34e-06,9.0,0.133,-7.844,1.0,0.0362,96.038,4.0,0.542,80.0,29WzbAQtDnBJF09es0uddn,"british soul,neo soul,pop soul,soul"
The Coming (Intro),Busta Rhymes,1996.0,09WxJCWFMWAxTHBLLelpDS,0.127,0.842,0.831,0.0,1.0,0.0881,-7.072,1.0,0.242,92.053,4.0,0.814,55.0,1YfEcTuGvBQ8xSD1f53UnK,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap"
Love Poem,Tom Scott and The L.A. Express,1975.0,0k2JlssoN3Op7Kqb2BLjDG,0.844,0.43,0.303,0.916,9.0,0.105,-18.228,1.0,0.0317,80.471,4.0,0.145,14.0,5dWO7HTDbCfs8x7WwDM1Vp,
Kolumbo,Dick Hyman,1969.0,1938FeAi8kI7w9TpbgQWgP,0.98,0.0,0.214,0.916,10.0,0.12,-18.376,0.0,0.0,0.0,0.0,0.0,55.0,3BiJGZsyX9sJchTqcSA7Su,"british dance band,deep adult standards,swing"
Serengeti Walk (Slippin' in the Back Door),Dave Grusin,1982.0,4MYLxsPSPWgGq3Xr85jWGT,0.125,0.691,0.508,0.802,5.0,0.665,-10.972,1.0,0.0435,95.955,4.0,0.813,15.0,0SPkat5bgfP5wo2kbqZIwu,smooth jazz
Armin,Curved Air,1973.0,2ebjV8EMIxCJ9Zm2I27MFM,0.00182,0.408,0.852,0.839,9.0,0.0543,-10.182,0.0,0.0491,133.928,4.0,0.694,20.0,3UtSTTCQ0EMUQxmsfZ3Px1,"british blues,progressive rock,symphonic rock,zolo"
So Sure,Cheri,1983.0,2aEuA8PSqLa17Y4hKPj5rr,0.458,0.677,0.616,0.0132,10.0,0.349,-13.826,1.0,0.032,114.223,4.0,0.851,76.0,79bxUQsBIXO8nVLB9fYKf7,"europop,german pop,synthpop"
Down to the Moon & Moon Dance,Andreas Vollenweider,1986.0,0dvUaT7o2Nkhh0yyrcbmTI,0.321,0.459,0.776,0.127,5.0,0.708,-8.043,0.0,0.0293,85.083,4.0,0.604,34.0,7MynOMOTsGz8NFcPUImWAp,"harp,new age"
Ill Vibe,Busta Rhymes feat. Q-Tip,1996.0,22XFWYPabTnoWvfultCjuK,0.144,0.791,0.446,2.52e-06,11.0,0.126,-9.994,1.0,0.423,93.065,4.0,0.521,35.0,1YfEcTuGvBQ8xSD1f53UnK,"east coast hip hop,hardcore hip hop,hip hop,pop rap,rap"
Café / Sapain / Dança Solitária No. 2 / Baião Malandro,Egberto Gismonti,1978.0,53gVEYkMZoJct1Ptbwn5wm,0.716,0.497,0.143,0.711,2.0,0.104,-20.772,0.0,0.042,102.977,4.0,0.0937,9.0,6L31zhaK3DUZEze55P3lYJ,"bossa nova,brazilian contemporary classical,brazilian jazz,latin classical,violao"
Make It Funky,James Brown,1971.0,3pNfCtcbhWwa6TouKcMTGp,0.631,0.903,0.475,0.0607,9.0,0.113,-12.055,0.0,0.12,97.554,4.0,0.804,48.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
Just Kickin' It,Xscape,1993.0,2CG9mGkKC6IQE5lEjDioEi,0.0571,0.692,0.353,2.26e-05,1.0,0.579,-12.872,0.0,0.0613,80.902,4.0,0.73,57.0,5z2cHsOmmmWcAPNG1oEhw0,"atl hip hop,contemporary r&b,girl group,hip pop,r&b,urban contemporary"
Phire,Charles Earland,1976.0,7GAKkO3EXsJZvsG1racYMa,0.676,0.484,0.865,0.903,2.0,0.253,-7.866,0.0,0.0488,167.523,4.0,0.635,33.0,3ud1yQWO0eEL8hVcXyU0Oi,"hard bop,jazz funk,jazz organ,soul jazz"
Story Book,The Alan Bown,1968.0,4fqoW7HOkusXo6NI6c2giG,0.204,0.441,0.727,0.614,5.0,0.335,-9.032,1.0,0.0369,132.108,4.0,0.464,2.0,1WJHmUbrD8tYoQIoBVnSAQ,
Luv Connection,Towa Tei feat. Joi Cardwell and Vivian Sessoms,1995.0,5dHWEjMKw0buIaTfiJjgZ2,0.122,0.718,0.779,1.9e-05,7.0,0.079,-6.646,0.0,0.0557,102.042,4.0,0.702,26.0,5FLbE1s9bnHwJhmngtVXpD,"japanese jazztronica,shibuya-kei"
Gonna Fly Now (Theme From Rocky),Bill Conti,1976.0,5dulYd9AKIprMoF837OTDb,0.499,0.438,0.812,0.768,0.0,0.0444,-3.7,1.0,0.0377,95.613,4.0,0.465,62.0,272ygo5fv9cYsiCLcV0HV2,theme
Frevo (1979 Version),Egberto Gismonti,1979.0,6ezO3mZt2abCmTV55W1hLT,0.97,0.232,0.14,0.902,2.0,0.152,-22.241,0.0,0.0421,93.071,4.0,0.0779,10.0,6L31zhaK3DUZEze55P3lYJ,"bossa nova,brazilian contemporary classical,brazilian jazz,latin classical,violao"
Rock Medley,The Town Criers,1970.0,3RB6zxrgPQBUxpTtoMW60r,0.366,0.625,0.523,2.54e-06,1.0,0.0826,-8.227,0.0,0.0369,139.964,4.0,0.191,49.0,1Xyo4u8uXC1ZmMpatF05PJ,"canadian contemporary r&b,canadian pop,pop"
I Never Told You,Quincy Jones,1969.0,4KBaW9QLYxw1n2QK7wsmz0,0.893,0.324,0.184,0.43,10.0,0.0956,-15.478,0.0,0.0306,111.289,4.0,0.105,17.0,3rxIQc9kWT6Ueg4BhnOwRK,soul jazz
And That's Saying a Lot,Christine Perfect,1970.0,6TrgkS1CCRs0RKJ3UGG5LZ,0.342,0.749,0.271,0.157,7.0,0.0534,-20.524,1.0,0.0737,83.322,4.0,0.752,34.0,1YTLOHyyXnaj7W1g1oSS56,
Blow Your Mind (Part 1 & 2),Jamiroquai,1993.0,5rzmEiv5KA1OskLzcqRDFK,0.159,0.677,0.827,0.295,2.0,0.224,-7.589,1.0,0.0527,105.44,4.0,0.321,52.0,6J7biCazzYhU3gM9j1wfid,dance pop
The Watcher,Rodney Franklin,1980.0,2kWtnap841Grd8HDbFcGjw,0.0146,0.345,0.374,0.00193,9.0,0.144,-14.973,1.0,0.0303,114.899,4.0,0.0396,8.0,5CjlZu8c45u0rRvyONtxsn,jazz funk
Mind Power,James Brown,1973.0,3mIZljTgYhz71DrGSlL9fD,0.0905,0.733,0.487,8.54e-06,2.0,0.235,-12.692,1.0,0.123,102.982,4.0,0.649,38.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
Steppin' It Up,A Tribe Called Quest feat. Busta Rhymes and Redman,1998.0,0OhHqIEtDur5NeMooGOs81,0.015,0.814,0.636,1.8e-06,10.0,0.0295,-10.241,0.0,0.396,95.731,4.0,0.773,42.0,09hVIj6vWgoCDtT03h8ZCa,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop"
Strawberry Letter 23,Phil Upchurch,1978.0,2LWJmKaOtxk5r2QUAwVamf,0.0704,0.787,0.755,0.0,2.0,0.128,-5.311,1.0,0.106,139.981,4.0,0.201,60.0,2pSObt5Fk8izuX8ZfI3jRn,"country rap,redneck"
Hydrant Game (Jaylib Remix),Quasimoto,2006.0,1ufWVlnuj6BezMxQaJ20GV,0.134,0.715,0.885,1.86e-06,1.0,0.423,-4.583,1.0,0.303,94.335,4.0,0.88,35.0,1rJkz5vopfGxTUGFNB3o4G,"alternative hip hop,psychedelic hip hop"
Earthquake Shake,The Undisputed Truth,1975.0,5QjsMqji3rkNfdLWsclFpz,0.0153,0.649,0.76,0.0779,1.0,0.113,-13.423,1.0,0.0934,100.934,4.0,0.427,9.0,2tkwWmcZOQPNbbIdknfBsw,"classic soul,motown,psychedelic soul,southern soul"
Rap Phenomena,Yellow Magic Orchestra,1981.0,4m9Iudipxb9gpGNLG2LoQs,0.0728,0.557,0.851,0.0,1.0,0.437,-5.852,1.0,0.419,172.678,4.0,0.86,53.0,5me0Irg2ANcsgc93uaYrpb,"east coast hip hop,gangster rap,hardcore hip hop,hip hop,rap"
In the Air Tonight (Ben Liebrand Extended Version),Phil Collins,1988.0,18AXbzPzBS8Y3AkgSxzJPb,0.551,0.446,0.239,4.1e-06,0.0,0.0697,-13.945,1.0,0.0316,189.507,4.0,0.298,78.0,4lxfqrEsLX6N1N4OCSkILp,"rock drums,soft rock"
Flute Thing,The Blues Project,1966.0,5Hbd5ZazhinrRP6mS5XaR1,0.778,0.477,0.409,0.702,2.0,0.0988,-13.828,0.0,0.0465,104.72,4.0,0.627,31.0,1lvclIZLUGZ52gMi7uDDkv,"british blues,classic garage rock,psychedelic rock"
Fantasy,Aquarian Dream,1978.0,0XVz2TRpjd99IzI9Etu5Cp,0.489,0.625,0.701,0.000413,9.0,0.247,-9.94,1.0,0.168,133.489,4.0,0.841,29.0,3isYg6esLI9mPQ5IzXp5lD,rare groove
Just Chillin' Out,Bernard Wright,1981.0,1ESgUlVVvucBkaLWMMoLIB,0.0341,0.856,0.697,3.86e-06,7.0,0.0729,-7.03,1.0,0.148,118.134,4.0,0.556,29.0,2g8J4iI5qyYFMVHcpMcSsS,p funk
One Note Samba / Spanish Flea,Sérgio Mendes & Brasil '66,1966.0,2pryIzW17hFkcebKGWzDRR,0.698,0.596,0.343,0.0,2.0,0.0602,-14.793,1.0,0.194,195.838,4.0,0.771,41.0,6hCsqVHnBo1BVQWuIjRMkL,
Timeless,John Abercrombie,1974.0,3nTQL2ScjeyOxjqSmDoCCr,0.916,0.325,0.0834,0.859,9.0,0.0963,-23.197,1.0,0.0374,86.988,4.0,0.0388,37.0,1OCdpTg8d7Ehpj8B9j4iqa,"ecm-style jazz,jazz guitar"
Samba De Orfeu,João Donato,1965.0,1xZJP3lavEcMYq1eva8cce,0.477,0.619,0.315,0.000101,0.0,0.0837,-18.213,1.0,0.0827,95.635,4.0,0.711,37.0,17wDxPR2GcU3r1dpCoCiUi,"bossa nova,brazilian jazz,piano mpb"
(You Caught Me) Smilin',Sly & the Family Stone,1971.0,2BydLQAh7CUIFvSEqAMc4x,0.28,0.843,0.48,0.000782,11.0,0.108,-11.574,0.0,0.0492,101.993,4.0,0.762,68.0,5m8H6zSadhu1j9Yi04VLqD,"classic soul,funk,funk rock,p funk,psychedelic soul,soul,southern soul"
Friday the 13th,The Gil Evans & the Monday Night Orchestra,1987.0,5eGWO4pktJi3VZdBvHn0nL,0.179,0.812,0.694,3.77e-06,10.0,0.0641,-7.869,0.0,0.113,109.95,4.0,0.193,48.0,1VPmR4DJC1PlOtd0IADAO0,"cloud rap,dark trap,new orleans rap,underground hip hop"
Interview,Gentle Giant,1976.0,1u9nZLT2BFdTgtWxmQq0Mg,0.801,0.568,0.127,0.0116,2.0,0.0975,-22.768,1.0,0.0461,130.521,4.0,0.198,46.0,1hrQ50kU6hMQBVLatqUqnO,"progressive rock,symphonic rock,zolo"
Scented Wind,Fred Miller,1972.0,78FHUZRbFDCG6VkRAQdFLm,0.134,0.286,0.5,4.57e-05,1.0,0.108,-14.281,0.0,0.0357,99.162,4.0,0.443,71.0,7Bah8E0kCETqEpAHI6CPzQ,"album rock,mellow gold,new romantic,new wave,new wave pop,soft rock,synthpop"
Do It ('Til You're Satisfied),B.T. Express,1974.0,4lnQfs7AmQm6dqCaNMDJLr,0.115,0.703,0.761,4.99e-06,10.0,0.103,-10.136,1.0,0.0552,104.838,4.0,0.652,40.0,67PmHOmt1tveILUtasiYAf,"classic soul,disco,funk,p funk,post-disco,quiet storm,soul,southern soul"
Hall of Mirrors,The Slipstream Group,1978.0,1X1DWw2pcNZ8zSub3uhlNz,0.0654,0.421,0.873,0.0,10.0,0.123,-4.343,1.0,0.0564,84.786,4.0,0.629,70.0,3AQRLZ9PuTAozP28Skbq8V,"celtic rock,pop"
Tarot Woman,Rainbow,1976.0,5NYjaAwqvdUWy44HKXEmyf,0.0934,0.302,0.884,0.158,7.0,0.106,-9.706,1.0,0.0861,138.155,4.0,0.212,44.0,6SLAMfhOi7UJI0fMztaK0m,"album rock,classic rock,glam metal,hard rock,metal,rock"
Fly Like an Eagle,Steve Miller Band,1976.0,3e0FzZjTXOUtiJGSClOBrI,0.61,0.561,0.754,0.0194,9.0,0.328,-12.769,0.0,0.112,100.08,4.0,0.642,68.0,6QtGlUje9TIkLrgPZrESuk,"album rock,classic rock,hard rock,heartland rock,mellow gold,rock,singer-songwriter,soft rock"
Miles Behind,Clare Fischer,1968.0,53osVzzwherA2RxJpMmaWM,0.929,0.39,0.528,0.491,8.0,0.104,-14.107,1.0,0.0505,170.313,1.0,0.561,2.0,6YUywiIGx79eA85WXt0FrM,jazz organ
Electric Café,Kraftwerk,1986.0,2Fo50QYr3vRvdvqR7oMRz4,0.132,0.779,0.486,0.172,1.0,0.093,-10.261,1.0,0.0457,125.027,4.0,0.757,24.0,0dmPX6ovclgOy8WWJaFEUU,"art rock,dusseldorf electronic,early synthpop,electro,new wave,proto-techno,synthpop"
"Eyes of the Heart, Pt. 2",Keith Jarrett,1979.0,4FMI4Ln1LhyxGldkNXan5e,0.973,0.27,0.688,0.884,0.0,0.669,-16.305,1.0,0.0547,75.845,4.0,0.219,52.0,0F3Aew9DSd6fb6192K1K0Y,"bebop,contemporary jazz,contemporary post-bop,ecm-style jazz,jazz,jazz fusion,jazz piano"
That's All Right With Me,Esther Phillips,1971.0,3gZ5OyEyBQCHRtH8QAnFRP,0.905,0.46,0.15,0.00101,1.0,0.0812,-16.626,1.0,0.0343,91.9,3.0,0.319,26.0,0WZ7IgzdjPvwFdjDjjuZm7,"jazz blues,rhythm and blues"
