song_name,artists,year,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,song_popularity,artist_id,genres
Dance Girl,The Rimshots,1975.0,7cvkXf3AwPGT041PyOi5VX,0.0321,0.621,0.781,0.0,2.0,0.173,-6.062,1.0,0.0636,110.002,4.0,0.484,64.0,6vWDO969PvNqNYHIOW5v0m,"pop,r&b"
I Thought It Was You,Herbie Hancock,1977.0,0taRW8bPp2xW6ewm6PDMTZ,0.394,0.729,0.787,0.0514,1.0,0.112,-11.38,1.0,0.047,116.21,4.0,0.717,42.0,2ZvrvbQNrHKwjT7qfGFFUW,"contemporary post-bop,instrumental funk,jazz,jazz funk,jazz fusion,jazz piano"
Extra Dry,Thomas Bangalter,1998.0,2eE7XVOlLtl3ZnZd6wuGOJ,0.719,0.109,0.00978,0.0371,11.0,0.0863,-29.649,0.0,0.0375,92.809,4.0,0.0598,43.0,41vv2Tj1knysv6MuFUmdwi,filter house
Moonshine Rider,Lucifer's Friend,1976.0,2KpZHROP7U8njjj81hRlBV,0.000863,0.504,0.929,0.000784,2.0,0.229,-7.106,1.0,0.0511,98.074,4.0,0.847,11.0,2lO0iDc9iMWfHpDZ1vReBk,"german hard rock,german rock,proto-metal,psychedelic blues-rock"
Dancing Machine,The Jackson 5,1973.0,0xqb2Euq1PAxKHBA36NUnx,0.133,0.776,0.794,2.35e-05,6.0,0.689,-7.722,1.0,0.0723,109.277,4.0,0.845,56.0,2iE18Oxc8YSumAU232n4rW,"motown,soul"
(I Know) I'm Losing You,The Undisputed Truth,1975.0,1by5g6VtXu7GU8Lteg5KUs,0.128,0.608,0.484,0.0254,10.0,0.252,-14.828,0.0,0.054,95.911,4.0,0.566,12.0,2tkwWmcZOQPNbbIdknfBsw,"classic soul,motown,psychedelic soul,southern soul"
First Light of the Morning,Dexter Wansel,1977.0,2v5ipbPg5O86hyp9SSaHb2,0.0969,0.408,0.671,0.254,9.0,0.0906,-7.486,0.0,0.0371,109.878,4.0,0.61,17.0,7azp9wRyXcxIq5vZnJgYvt,"jazz funk,philly soul,rare groove"
You Can't Take It When You Go,Dave Mason,1974.0,7qpuECko60EoztznowMWj1,0.336,0.624,0.388,0.0,4.0,0.0918,-8.465,1.0,0.0242,85.925,4.0,0.445,58.0,2DWQX92uew7DlsgN0yD775,"british blues,country rock,folk rock,mellow gold,singer-songwriter,soft rock,southern rock,yacht rock"
Kisses Sweeter Than Wine,Robert DeCormier Singers,1967.0,2luRltDp0ZG4ORi3lA8NsB,0.672,0.497,0.318,0.0,6.0,0.0783,-12.974,1.0,0.0597,162.104,4.0,0.696,48.0,7bKOOOKEkE918wKOQEhYnp,yodeling
Once It Was Alright Now (Farmer Joe),Laura Nyro,1968.0,5rCdQrwqLE30EmRNAwsyhU,0.75,0.593,0.779,2.36e-05,5.0,0.406,-5.183,1.0,0.0959,132.884,4.0,0.599,17.0,6QDWC6QeGhvCWCv3nUJwoV,"folk,singer-songwriter"
You've Got the Love I Need,Smokey Robinson and The Miracles,1970.0,7ifcJ5DDytGf8aITxmgsLN,0.131,0.64,0.381,0.0,9.0,0.17,-13.265,0.0,0.03,118.229,3.0,0.677,57.0,6TKOZZDd5uV5KnyC5G4MUt,"classic soul,motown,quiet storm,soul"
Walk on By,The Undisputed Truth,1973.0,1X9m2vctL8evJnZhCqEbUg,0.747,0.495,0.243,6.71e-05,5.0,0.0742,-13.48,1.0,0.0309,81.246,4.0,0.587,18.0,2tkwWmcZOQPNbbIdknfBsw,"classic soul,motown,psychedelic soul,southern soul"
North Beach,George Duke,1973.0,0mA6dq5xN4jfyV8zg1oySp,0.75,0.347,0.323,0.896,3.0,0.0794,-24.168,0.0,0.0573,141.911,4.0,0.418,11.0,3EB0uKE2lGw6BB1UFJrONl,"jazz funk,jazz fusion,jazz piano,smooth jazz"
You Just Can't Win (By Making the Same Mistake),Gene Chandler and Jerry Butler,1970.0,6Hy22YDN9HJMRlJP1LwnJy,0.824,0.422,0.28,0.0,5.0,0.297,-11.277,1.0,0.0365,100.839,4.0,0.496,56.0,52uMkSFt2RVO6XxTEt5VeW,"chicago soul,classic soul,northern soul,southern soul"
It Was a Very Good Year,Craig Hundley Trio,1968.0,2ID3rNM3hFBjqrLcV0Wr0y,0.862,0.215,0.142,0.0,7.0,0.113,-15.395,0.0,0.0325,79.608,4.0,0.126,57.0,1Mxqyy3pSjf8kZZL4QVxS0,"adult standards,easy listening,lounge"
Bicentennial Present,Peter Baumann,1976.0,3PMQJBG74UpBYYtW0vwWvb,0.0632,0.604,0.276,0.82,7.0,0.0586,-15.076,0.0,0.0361,120.046,4.0,0.039,25.0,4u9mLb6exlbHuNehyJ11jq,"berlin school,krautrock"
A Time for Us,Joe Pass,1969.0,5ALMF4Z6a9VUl66LHVHjBl,0.704,0.333,0.448,0.677,9.0,0.141,-14.122,0.0,0.0384,82.554,4.0,0.369,46.0,4DuZTASH5eSyd0K73W6fuZ,"bebop,jazz,jazz guitar"
The Awakening,Ahmad Jamal Trio,1970.0,4QC4XLTPHiSdexDsKO5Vi7,0.829,0.531,0.2,0.486,1.0,0.117,-17.265,1.0,0.0353,81.898,4.0,0.128,47.0,0BqALs1lInR9TTOulUADH7,"bebop,jazz,jazz trio"
Evening Star,Yutaka Yokokura,1978.0,4azoV50K4s4eBkGRHSVWYV,0.936,0.667,0.329,0.942,5.0,0.104,-15.775,0.0,0.0298,128.015,4.0,0.428,46.0,0stmdx2IonUUUIlWQ9bLYZ,"j-ambient,japanese guitar"
I Think I'll Catch a Bus (And Go Back Home),The Gainsborough Gallery,1969.0,1A3tuE6ti9qoZDwB3LB0t2,0.0401,0.622,0.455,0.0,9.0,0.0957,-7.116,1.0,0.0282,124.412,4.0,0.274,76.0,3OykSjAE6F2Mb51WplFoRk,alabama indie
Whatcha Gonna Wear Tomorrow,Detroit Emeralds,1973.0,6UBvhlms1M16oUYZkEfqpy,0.349,0.735,0.709,0.0,2.0,0.0944,-7.632,1.0,0.0988,127.241,4.0,0.909,55.0,4K3DSWzghkGUcQOEZG9gpo,"country,country road,wyoming roots"
Papa Was Too,Joe Tex,1966.0,1whTvmjrBnzDBmyMpLzlqk,0.539,0.742,0.397,0.0,10.0,0.0874,-12.689,0.0,0.0697,91.211,4.0,0.612,14.0,5TbXjzD8tYgMD5JU2g2F8q,"northern soul,southern soul"
Make the Move,Kenny Loggins,1980.0,4z9HYZuOA4hxGkqsaTj59n,0.132,0.394,0.945,0.333,4.0,0.102,-5.947,0.0,0.383,164.5,4.0,0.393,19.0,3Y3xIwWyq5wnNHPp5gPjOW,"album rock,classic rock,heartland rock,mellow gold,new wave pop,singer-songwriter,soft rock,yacht rock"
Indiana,Zoot Sims and Bucky Pizzarelli feat. Buddy Rich,1974.0,6OB0RIqwXwXBFpi3Qn1ndS,0.0636,0.434,0.88,0.879,5.0,0.0683,-7.292,0.0,0.0511,141.267,4.0,0.863,47.0,1pVtwG5Up1OZOEpSHJ4AAs,"bebop,jazz,jazz drums"
Wax & Wane,Dorothy Ashby,1970.0,3maOEqyMVU4V9m1lx1zN6H,0.931,0.41,0.377,0.0128,9.0,0.115,-14.87,0.0,0.0488,92.603,3.0,0.713,29.0,0dAZ2slrElfR0Y5flcoSPt,"jazz funk,jazz harp,space age pop"
Eleanor Rigby,Four Tops,1969.0,2DjhK8kKIELi6HJub8lU7i,0.0943,0.552,0.72,0.0,0.0,0.0868,-7.843,1.0,0.0521,110.607,4.0,0.423,14.0,7fIvjotigTGWqjIz6EP1i4,"classic soul,disco,motown,quiet storm,soul"
They Reminisce Over You (T.R.O.Y.),Pete Rock & C.L. Smooth,1992.0,2Mb3zpobD0CvJGWv6NpsPy,0.141,0.761,0.683,0.0,2.0,0.342,-10.889,1.0,0.164,101.787,4.0,0.671,63.0,3fJ60AcIgLzQkVitEvA7uq,"east coast hip hop,jazz rap"
A Tribute to Wes,Little Beaver,1974.0,3DOdGoUBGnD8FUQDqCbLrY,0.164,0.589,0.761,0.0101,7.0,0.0635,-6.47,1.0,0.0817,123.728,4.0,0.784,30.0,6avpsZzjS5Yy9daHLBCYmn,"traditional funk,traditional soul"
Invitation,The Four Freshmen,1959.0,21jEuMn2lf37715rwjow2M,0.0757,0.571,0.505,1.04e-05,1.0,0.109,-9.312,0.0,0.0238,99.562,4.0,0.276,64.0,242iqFnwNhlidVBMI9GYKp,"pop rock,post-grunge"
Jonz in My Bonz,D'Angelo,1995.0,7114JMdpaHhNEOlIY0Ljze,0.462,0.796,0.408,0.0902,1.0,0.0993,-12.268,1.0,0.231,86.855,4.0,0.688,40.0,336vr2M3Va0FjyvB55lJEd,"indie soul,neo soul,soul"
Shoe Salesman,Alice Cooper,1970.0,5XcZRgJv3zMhTqCyESjQrF,0.0327,0.28,0.908,8.85e-06,2.0,0.18,-5.509,0.0,0.109,118.698,4.0,0.26,75.0,3EhbVgyfGd7HkpsagwL9GS,"album rock,classic rock,detroit rock,glam metal,glam rock,hard rock,metal,protopunk,rock"
Plain Truth,Gentle Giant,1971.0,3nn6UD1JIeLe7KmK5cv6rd,0.605,0.501,0.271,0.604,11.0,0.2,-16.509,0.0,0.063,97.731,4.0,0.39,22.0,1hrQ50kU6hMQBVLatqUqnO,"progressive rock,symphonic rock,zolo"
Does Anybody Know I'm Here,The Dells,1969.0,5O5AwtNW8jjhTfM98LmuG1,0.601,0.43,0.572,0.0,7.0,0.159,-8.779,1.0,0.0327,87.067,4.0,0.674,20.0,0wbrRIw2po5DV4LeaHw55S,"chicago soul,classic soul,disco,funk,quiet storm,soul,southern soul"
Nothing's the Same,Banco Del Mutuo Soccorso,1975.0,4NhpT1ZDvHYJtpG1XyVMFn,0.402,0.642,0.567,0.0,7.0,0.324,-6.504,1.0,0.0836,76.048,4.0,0.148,57.0,1agitLLSB3eRO5FTo5FK6y,
Sweet Misery,Martha Reeves,1974.0,2fiu7gHgMvJbwdAhXro5rb,0.0451,0.724,0.62,0.0,4.0,0.141,-7.755,1.0,0.0658,95.814,4.0,0.83,10.0,3Hut5CO4gDNYQfG63a7Wl4,motown
Long Red,Mountain,1972.0,6Y5VZsAiaWIThMqHGN0GST,0.292,0.455,0.871,0.129,4.0,0.334,-6.25,0.0,0.113,92.136,4.0,0.758,8.0,7LCp4MN0SOIVWlssid9KyE,"album rock,blues rock,classic rock,country rock,electric blues,hard rock,proto-metal,psychedelic rock"
Animosity,Fred Weinberg,1968.0,39v0PIZDBGdEbcfbYE2TCj,0.0159,0.79,0.472,0.0,9.0,0.0668,-12.405,1.0,0.394,115.882,4.0,0.621,5.0,4Z47dBr1kJfehebcuhmnZZ,"library music,moog"
Moments in Love,Art of Noise,1983.0,2bsczk82MWGPmTbe6IWYsa,0.28,0.696,0.234,0.0511,9.0,0.311,-14.991,1.0,0.112,138.118,4.0,0.489,55.0,77zrvBORXcnTyysjjKRfBU,"new romantic,synthpop"
One Way Ticket (To the Blues),Barry Blue,1974.0,0meAc2H0tC5tOTd6MDe0cI,0.0291,0.696,0.778,1.77e-06,1.0,0.13,-7.28,1.0,0.0286,119.93,4.0,0.746,58.0,2d3VHzlOEwXvmBdS4pzOPL,"contemporary country,country,country dawn,country road"
Dernier Domicile Connu,François de Roubaix,1970.0,54lPGCMFPBDjRBWDjNRdHR,0.531,0.529,0.484,0.678,10.0,0.106,-9.059,1.0,0.0257,82.618,4.0,0.457,36.0,5oyNl4KxsjkVfyvnwcl8ex,"french soundtrack,vintage french electronic"
It's a Man's Man's Man's World,James Brown,1966.0,3SQ9Hb9rfpJ02AWfaOPhpy,0.687,0.539,0.24,5.12e-05,3.0,0.133,-16.632,0.0,0.0426,80.816,3.0,0.567,64.0,32r72WOqqRO1DtSznId7Lr,soul
Nothing Seems Impossible,The Emotions,1972.0,2M2WJ7gBlcKNxdhyfPp9zY,0.447,0.784,0.713,0.14,0.0,0.0904,-6.865,1.0,0.0339,115.443,4.0,0.97,72.0,64CuUOOirKmdAYLQSfaOyr,"chicago soul,classic soul,disco,funk,girl group,motown,post-disco,quiet storm,soul"
Fly Me to the Moon,Vince Guaraldi Trio,1989.0,59vZ4sIpNRXW9QCxT1Xr4P,0.906,0.41,0.29,0.267,3.0,0.106,-12.624,1.0,0.0337,174.064,4.0,0.229,31.0,4ytkhMSAnrDP8XzRNlw9FS,jazz trio
Time: The Donut of the Heart,J Dilla,2006.0,6ywnTBL62OTd8HUaztJizb,0.0685,0.419,0.713,0.541,5.0,0.291,-8.867,0.0,0.0975,186.788,4.0,0.555,57.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
They're Off to Find the Wozard,The Wozard of Iz,1968.0,3cT2knV4AvpBPGUmYxIonh,0.164,0.537,0.747,0.000255,10.0,0.712,-7.297,1.0,0.0537,76.273,4.0,0.65,48.0,3C8RpaI3Go0yFF9whvKoED,"australian alternative rock,australian dance,collage pop,electronica,indietronica,new rave,psychedelic hip hop"
Whole Lotta Love,Led Zeppelin,1969.0,0hCB0YR03f6AmQaHbwWDe8,0.0484,0.412,0.902,0.131,9.0,0.405,-11.6,1.0,0.405,89.74,4.0,0.422,78.0,36QJpDe2go2KgaRleHCDTp,"album rock,classic rock,hard rock,rock"
Verses From the Abstract,A Tribe Called Quest,1991.0,6zrsmzrMoxNkXEQLubCWtA,0.0913,0.868,0.424,0.000152,7.0,0.161,-14.047,1.0,0.329,87.614,4.0,0.755,50.0,09hVIj6vWgoCDtT03h8ZCa,"conscious hip hop,east coast hip hop,golden age hip hop,hip hop,jazz rap,queens hip hop"
Middle of the Night,Lalo Schifrin,1979.0,58HvfVOeJY7lUuCqF0m3ly,0.0228,0.41,0.611,0.0,4.0,0.116,-8.271,0.0,0.0467,185.727,3.0,0.0899,87.0,67MNhiAICFY6Pwc2YxCO0K,alt z
Herman Wright,Larry Coryell,1969.0,3uIfRksE9UPDXaKdPs3IXS,0.47,0.554,0.164,0.0179,11.0,0.152,-17.907,0.0,0.0339,83.262,4.0,0.195,7.0,25s8YpOLWqI2SgTlvapJyQ,"jazz fusion,jazz guitar"
Diamond Girl,Seals & Crofts,1973.0,7CQQBWqFfROA5RWyY04ifv,0.463,0.575,0.386,0.00176,4.0,0.0576,-12.012,0.0,0.0319,138.467,4.0,0.414,57.0,6jdObwsrIjSRnBbMw6lPBj,"album rock,classic rock,folk rock,mellow gold,singer-songwriter,soft rock,yacht rock"
Pain,Ohio Players,1971.0,01NsJ6eZGuF0dWVtGtFYh3,0.0838,0.515,0.705,0.000245,0.0,0.0853,-9.687,1.0,0.078,98.921,4.0,0.616,30.0,6m30rs1IQqnWqV5nKMpU7U,"classic soul,disco,funk,p funk,quiet storm,soul"
Moonchild,King Crimson,1969.0,32GKpDMBMNQI3FdXlFFsMD,0.869,0.362,0.0373,0.451,9.0,0.106,-26.157,0.0,0.0529,77.479,4.0,0.0427,48.0,7M1FPw29m5FbicYzS2xdpi,"art rock,instrumental rock,jazz rock,progressive rock,psychedelic rock,symphonic rock,zolo"
King Heroin,James Brown,1972.0,0zu7GG2nftctpGY7WAYfhW,0.659,0.506,0.32,1.76e-05,10.0,0.135,-14.447,0.0,0.327,145.274,3.0,0.719,36.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
Aquarius/Let the Sunshine In,The Moog Machine,1969.0,0jEd8otuJyoFGojLtOmzl0,0.632,0.39,0.546,0.386,0.0,0.227,-10.726,1.0,0.0553,118.009,4.0,0.519,9.0,7Jq6MI5lICjpWFTfIm9buj,moog
A Treatise on Cosmic Fire: Intro - Prana,Todd Rundgren,1975.0,0QtrSCEezodsQ7pHXsIvc8,0.195,0.233,0.69,0.203,11.0,0.202,-14.346,1.0,0.0422,166.258,4.0,0.365,9.0,0Lpr5wXzWLtDWm1SjNbpPb,"art rock,country rock,folk rock,mellow gold,philly soul,power pop,singer-songwriter,soft rock,zolo"
Rock On,David Essex,1973.0,0uPIwcT6OdJ5BAJdYkxVp9,0.723,0.676,0.292,0.00189,11.0,0.433,-14.448,1.0,0.34,74.798,4.0,0.649,52.0,46n0cAhBmsRJZiX6GSFmbf,glam rock
I'm Hooked on You,Al Green,1974.0,40SxgMXh5FDikmZdNaLDeH,0.109,0.661,0.433,5.59e-05,5.0,0.0821,-11.145,1.0,0.0252,92.173,4.0,0.816,33.0,3dkbV4qihUeMsqN4vBGg93,"classic soul,funk,memphis soul,soul,soul blues,southern soul"
Talybont,Gentle Giant,1975.0,3KUzngWbwJ5a38toqxM1HY,0.000757,0.449,0.836,0.867,4.0,0.146,-9.13,1.0,0.0808,142.045,4.0,0.33,41.0,3adhzSHzVWN1ICfxIqO9Cn,"djent,jazz metal,progressive jazz fusion"
Can't You See It's Me,Diana Ross and The Supremes,1969.0,4yChgYDVcQrAgIEIErW27b,0.273,0.687,0.45,0.0,1.0,0.0694,-10.379,1.0,0.0258,99.832,4.0,0.752,51.0,0rXI0q8Cahq6numvPlloaq,classic girl group
Turn Off the Lights,Larry Young,1975.0,7dsImih2L25fa6qjNphBI7,0.0467,0.824,0.745,3.29e-05,11.0,0.198,-5.49,0.0,0.0755,125.013,4.0,0.888,68.0,5Igpc9iLZ3YGtKeYfSrrOE,"bass house,edm,electro house,house,melbourne bounce,pop dance,progressive house"
Yesterday,Gladys Knight & the Pips,1968.0,0bYwN4LqZYLfs9ZEHPXjBC,0.309,0.352,0.545,0.0563,1.0,0.106,-11.939,0.0,0.0871,189.498,4.0,0.459,55.0,0TF2NxkJZPQoX1H53rEFM1,"classic soul,disco,funk,motown,quiet storm,soul"
Catherine of Aragon,Rick Wakeman,1973.0,3bFue3Ib0IsxhkvM7BsIiS,0.433,0.351,0.307,0.85,3.0,0.328,-12.071,1.0,0.0336,105.092,4.0,0.0951,28.0,0mkcYaXUbJUs5mJointuzB,"art rock,progressive rock,rock keyboard,symphonic rock"
Gimme Little Sign,Brenton Wood,1967.0,1h4XVjt26ZCDKmeEoHxT07,0.154,0.742,0.663,0.0,10.0,0.197,-5.06,0.0,0.0321,113.005,4.0,0.913,58.0,6ohvzFHYmLd05kyYhLui5K,souldies
Run Through the Jungle,Creedence Clearwater Revival,1970.0,5VfgDw3oOzcNoszDwkLQhH,0.0157,0.638,0.756,0.176,7.0,0.0958,-5.916,1.0,0.0483,136.557,4.0,0.837,69.0,3IYUhFvPQItj6xySrBmZkd,"classic rock,country rock,rock,southern rock,swamp rock"
Cidade Vazia,Milton Banana Trio,1966.0,6IY2P99JNJXMYEPCEUoXRy,0.108,0.584,0.807,0.864,1.0,0.172,-11.626,0.0,0.0356,101.903,4.0,0.869,38.0,67Hc7bfMwfqkyOUCjQgRkf,"bossa nova,brazilian jazz,samba-jazz"
The Smile,David Axelrod,1968.0,5T5MLNxEg0h6lGWRetSZPV,0.264,0.43,0.385,0.875,9.0,0.352,-12.948,0.0,0.0278,90.806,4.0,0.274,30.0,4hCKF3RZSkFSMntkfCxO74,"instrumental soul,jazz funk"
Daquilo Que Eu Sei,Joe Pass,1985.0,6BH7yXu2TGulH6Gdn6zJSI,0.914,0.613,0.287,0.864,2.0,0.133,-14.378,0.0,0.119,80.726,4.0,0.692,42.0,4DuZTASH5eSyd0K73W6fuZ,"bebop,jazz,jazz guitar"
Les Entretiens De La Belle Et De La Bête,Isao Tomita,1979.0,2rJFFUEl1LURkV0b0OARXx,0.78,0.241,0.162,4.53e-06,8.0,0.153,-14.447,1.0,0.035,171.584,4.0,0.183,58.0,0LtVJXnPR8msCJiE2DjHxy,movie tunes
Summer in the City,The Lovin' Spoonful,1966.0,7AzFID6u1b3zIWbd9pb8Dk,0.0592,0.423,0.681,0.000177,10.0,0.0889,-9.756,1.0,0.0398,110.461,4.0,0.56,66.0,7CCn4PFRRRZF127jtCBAUe,"classic rock,country rock,folk,folk rock,mellow gold,psychedelic rock,rock-and-roll,soft rock"
San Juan Sunset,Deodato,1978.0,0Pq0mOdgFXTezl6mMt8a39,0.959,0.597,0.263,0.9,7.0,0.134,-21.112,0.0,0.0284,94.44,4.0,0.262,43.0,0hE3uA2w3guHeKvuc7BpRr,"bossa nova jazz,brazilian jazz,jazz funk"
Remind Me,Patrice Rushen,1982.0,4nFtNdjJtuRXmThiJo7Z5t,0.334,0.807,0.475,0.0392,4.0,0.0781,-9.003,0.0,0.0458,91.193,4.0,0.84,54.0,1mNnxxnPfHQDOkFjnZmdkc,"disco,funk,jazz funk,post-disco,quiet storm,soul"
Are You All the Things,Bill Evans and Eddie Gomez,1974.0,3KHadZNkrxLXgR8ji3cScB,0.986,0.618,0.123,0.938,1.0,0.167,-20.434,1.0,0.112,119.784,4.0,0.591,10.0,4jXfFzeP66Zy67HM2mvIIF,"bebop,contemporary post-bop,cool jazz,jazz,jazz piano,vocal jazz"
Daphnis Et Chloé: Suite No. 2,Isao Tomita,1979.0,1xbCmCTvzd6nhbTJIg5pFu,0.925,0.0704,0.179,0.911,4.0,0.112,-17.395,0.0,0.0409,77.027,3.0,0.0354,44.0,17hR0sYHpx7VYTMRfFUOmY,"classical,impressionism,neoclassicism,post-romantic era"
Cars,Gary Numan,1979.0,4QQEzkxcONBthDLfzqIh9S,0.0114,0.545,0.578,6.57e-05,2.0,0.0692,-8.745,1.0,0.0406,128.038,4.0,0.819,64.0,5KQMtyPE8DCQNUzoNqlEsE,"new romantic,new wave,new wave pop,permanent wave,synthpop"
Track 09,J Dilla,2005.0,4S6Bo2c9FzVaq0vdqqLqgU,0.74,0.47,0.792,3.3e-05,5.0,0.708,-6.242,0.0,0.411,180.685,4.0,0.559,62.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Ponteio,Sérgio Mendes,1968.0,0999z9YuguBAfivqf4PpDX,0.257,0.529,0.571,0.338,1.0,0.11,-11.165,1.0,0.0379,113.262,4.0,0.577,10.0,65c5si0ePAwkOCn4M35Ho7,"bossa nova,brazilian jazz,samba"
Funky Drummer,James Brown,1970.0,0VbpqlboEkGQ7Pu6juJljZ,0.736,0.696,0.676,0.471,11.0,0.126,-10.798,1.0,0.213,91.043,4.0,0.485,32.0,7GaxyUddsPok8BuhxN6OUW,"funk,soul"
Psyché Rock,Pierre Henry and Michel Colombier,1967.0,1SeFJKXiXP8o374gDUylL9,0.475,0.566,0.864,0.168,9.0,0.154,-10.704,1.0,0.0525,106.863,4.0,0.342,33.0,5ITPNl5P6R6cFbw4DAcMAY,"acousmatic,electroacoustic composition,musique concrete,vintage french electronic"
Alpha,Vangelis,1975.0,1qkp9OvCk8FjeDdEd2bKQ6,0.149,0.556,0.284,0.808,9.0,0.297,-16.047,1.0,0.0288,84.202,4.0,0.087,43.0,4P70aqttdpJ9vuYFDmf7f6,"cyberpunk,synthesizer"
Don't Stop What You're Doin',Alicia Myers,1981.0,3BgU91zcmjGqjk3GciEh5b,0.186,0.756,0.42,0.00173,11.0,0.0897,-12.09,0.0,0.0615,119.584,4.0,0.947,27.0,7v4FV3DzSUOvaZyMwTxKIG,post-disco
Eleanor Rigby,Wendy Carlos,1975.0,5GjPQ0eI7AgmOnADn1EO6Q,0.936,0.581,0.28,1.56e-05,4.0,0.305,-9.091,0.0,0.0381,137.831,4.0,0.813,70.0,3WrFJ7ztbogyGnTHbHJFl2,"beatlesque,british invasion,classic rock,merseybeat,psychedelic rock,rock"
Sexy Mama,The Moments,1973.0,5ChVinzHHiPyUAbQhB4w3g,0.0868,0.738,0.512,0.0986,11.0,0.171,-12.143,1.0,0.0295,84.277,4.0,0.762,32.0,6avGAzQTmqu8mfSmZrN7gT,"classic soul,disco,funk,motown,post-disco,quiet storm,soul,southern soul"
T.T.T. (Twelve Tone Tune),Bill Evans,1971.0,1cpANF6zMBoFoxkoIjZHjv,0.993,0.478,0.0294,0.948,0.0,0.105,-25.319,1.0,0.0453,124.308,3.0,0.148,59.0,4jXfFzeP66Zy67HM2mvIIF,"bebop,contemporary post-bop,cool jazz,jazz,jazz piano,vocal jazz"
Risin' to the Top,Keni Burke,1982.0,5iVxHPyHVO7vWSDnRpNH5d,0.189,0.729,0.54,0.000208,0.0,0.14,-9.33,0.0,0.0606,94.071,4.0,0.815,54.0,1EVOoMiMrmOEYXHd36poF2,"post-disco,post-disco soul"
You Make Me Feel Like Dancing,Leo Sayer,1976.0,6gTrbqZnyljwXdYQTyBkSx,0.0848,0.728,0.718,0.0,8.0,0.0579,-5.281,0.0,0.0501,95.922,4.0,0.733,64.0,04LIHk1SobiQwt2tlupoAV,"mellow gold,soft rock"
Escape (I Need a Break),Whodini,1984.0,2n3GMJ9jj7MU1Lw7QAhJm7,0.0309,0.848,0.855,0.00122,7.0,0.0277,-8.138,1.0,0.0452,114.42,4.0,0.765,22.0,4dBOV77d0Fy9KcTZkieXcu,"east coast hip hop,old school hip hop"
One for Ghost,J Dilla,2006.0,08BY6BAxMOZ76RKIcupvXR,0.322,0.591,0.543,0.852,2.0,0.285,-8.253,1.0,0.0722,85.012,4.0,0.366,42.0,0IVcLMMbm05VIjnzPkGCyp,"alternative hip hop,detroit hip hop,hip hop,instrumental hip hop"
Introduction,"Bel-Sha-Zaar, Tommy Genapopoluis and The Grecian Knights",1969.0,6GVmcfHhkfuRC6FRGJbX2p,0.843,0.901,0.546,0.925,10.0,0.111,-12.264,0.0,0.0367,102.308,4.0,0.589,53.0,5qnkHpjyS6CUxH1UUy82B7,
Pictures of Matchstick Men,Status Quo,1968.0,0MRs5O62wfDgf5cQKalrPq,0.0672,0.241,0.604,4.98e-05,7.0,0.0541,-3.817,1.0,0.0313,173.134,4.0,0.417,51.0,4gIdjgLlvgEOz7MexDZzpM,"blues rock,british blues,glam rock"
Procession,The Moody Blues,1971.0,6L5BZEcZmD6RBJnimzlyKr,0.465,0.195,0.483,0.497,4.0,0.0686,-4.991,0.0,0.03,84.71,4.0,0.173,67.0,5BcZ22XONcRoLhTbZRuME1,"album rock,art rock,british invasion,classic rock,country rock,flute rock,folk rock,hard rock,heartland rock,mellow gold,progressive rock,rock,singer-songwriter,soft rock,symphonic rock"
Make Love,The Travel Agency,1968.0,3zo93Swpm7wIkLJEFc1DIL,0.0868,0.581,0.579,0.0,9.0,0.312,-5.866,1.0,0.036,60.991,4.0,0.852,51.0,7bXgB6jMjp9ATFy66eO08Z,"r&b,rap"
Movement 1 (Soil Festivities),Vangelis,1984.0,2OIcJNXh2RKY9i13XN7d11,0.799,0.381,0.1,0.0548,10.0,0.203,-22.604,0.0,0.0291,144.628,4.0,0.0531,15.0,4P70aqttdpJ9vuYFDmf7f6,"cyberpunk,synthesizer"
Wring Out the Ground (Loosely Now),Egg,1974.0,7cxcMgTHKSZ25C0q1i50Dk,0.974,0.552,0.0855,0.0,7.0,0.137,-21.638,1.0,0.101,83.871,4.0,0.604,52.0,6zQlhM6cyJRrzuqAbB8PlB,"pixel,pov: indie"
It's About Time,H. P. Lovecraft,1968.0,3aabBAjWkJZhD8Y8zfzTF2,0.0462,0.388,0.376,0.00726,11.0,0.712,-10.874,0.0,0.0421,127.723,4.0,0.389,11.0,6VF7eMgoQIHyufTkib3Fff,
Take Me,Fabulous Souls,1971.0,7LyBijjHIOoO8CSxVwVRKM,0.202,0.676,0.632,0.000139,8.0,0.101,-12.726,1.0,0.0688,120.862,4.0,0.86,49.0,6zmLTiN3NBNCDECRbbJKkT,"blues,blues rock,country rock,electric blues,heartland rock,modern blues,southern rock,texas blues"
Canto De Ossanha,Dorothy Ashby,1969.0,4yCohBrqXj0iFdeuQK7AkO,0.813,0.714,0.55,0.91,10.0,0.158,-12.031,1.0,0.0949,93.303,4.0,0.804,35.0,0dAZ2slrElfR0Y5flcoSPt,"jazz funk,jazz harp,space age pop"
